N,P,K,temperature,humidity,ph,rainfall,soil_type,label,reference_title,reference_url,source,stats_source_title,stats_source_url
27.6,20.4,28.5,24.45,79.33,5.09,210.13,Clay Loam,rubber,PCAARRD ISP – Rubber Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/rubber/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
90.2,41.4,44.4,28.11,82.19,6.15,182.16,Loam,cacao,PCAARRD ISP – Cacao Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/cacao/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
46,56.1,45.2,32.15,72.33,6.66,119.74,Loam,papaya,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
20.6,14.7,20,27.53,77.68,5.78,167.29,Loam,calamansi,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
112.7,57.1,43.8,29.76,85.66,6.88,221.18,Clay,rice,PCAARRD ISP – Rice Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/rice/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
47.4,38.1,66,28.93,59.13,6.05,43.96,Sandy Loam,tobacco,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
21.4,12.5,27.1,28.07,85.45,6.95,232.08,Sandy,coconut,PCAARRD ISP – Coconut Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/coconut/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
81.5,50.2,22.1,27.95,60.91,6.92,124.24,Sandy Loam,corn,DA – Philippine Yellow Corn Industry Roadmap,https://www.da.gov.ph/wp-content/uploads/2023/05/Philippine-Yellow-Corn-Industry-Roadmap.pdf,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
82.6,47.4,42.9,26.76,74.17,6.4,125.92,Loam,eggplant,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
88.8,44.8,58.9,21.92,68.26,6.4,93.17,Loam,eggplant,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
41.5,46.1,34.5,31.73,72.82,6.53,93.55,Loam,okra,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
43.2,28.2,71.3,25.33,76.18,4.76,119.26,Volcanic Loam,pineapple,PCAARRD ISP – Queen Pineapple Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/queen-pineapple/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
16.1,21.2,29.9,32.2,50.64,6.1,84.5,Clay Loam,mango,PCAARRD ISP – Mango Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/mango/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
49,44.9,33.6,24.73,64.05,6.69,59.68,Sandy Loam,okra,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
71.6,30.7,45.5,27.68,63.79,6.58,34.23,Sandy Loam,onion,PCAARRD ISP – Vegetables Industry Profile (onion),https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
107.9,39.6,46.7,28.04,66.15,6.32,127.94,Clay Loam,sugarcane,PCAARRD ISP – Sugarcane Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/sugarcane/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
44,22.8,69.4,26.43,62.29,5.83,85.83,Loam,sweet_potato,PCAARRD ISP – Sweetpotato Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/sweetpotato/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
41.3,42,32.9,24.28,70.99,6.32,67.85,Loam,okra,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
76.7,42.1,48.6,22.8,65.28,6.45,65.24,Sandy Loam,garlic,PCAARRD ISP – Vegetables Industry Profile (garlic),https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
56.5,26.1,70.8,24.41,58.92,5.82,78.13,Sandy Loam,tobacco,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
113.6,40.5,50.5,30.01,65.99,6.45,136.83,Loam,sugarcane,PCAARRD ISP – Sugarcane Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/sugarcane/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
23,31.4,27.6,30.46,63.01,6.34,79.02,Loam,mungbean,PCAARRD ISP – Legumes Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/legumes/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
76.5,32.2,46.4,24.52,64.09,6.68,65.1,Sandy Loam,garlic,PCAARRD ISP – Vegetables Industry Profile (garlic),https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
60.5,29.9,58.5,25.33,88.3,5.8,169.79,Loam,cacao,PCAARRD ISP – Cacao Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/cacao/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
20.7,25.8,22.8,29.77,75.39,5.76,208.47,Loam,rubber,PCAARRD ISP – Rubber Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/rubber/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
24.7,15.1,27.2,29.67,63.05,5.86,63.75,Loam,mango,PCAARRD ISP – Mango Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/mango/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
57.6,23,59.7,29.25,67.11,6.33,65.45,Loam,tobacco,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
54.5,45.4,36.2,30.18,75.32,6.63,80.35,Clay Loam,ampalaya,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
21.4,8.8,26.2,25.72,85.98,7.89,184.62,Sandy Loam,coconut,PCAARRD ISP – Coconut Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/coconut/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
40.6,39.3,33.9,30.5,74.31,6.64,78.09,Loam,okra,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
82.2,40.5,44.3,28.83,67.47,5.93,115.62,Clay Loam,eggplant,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
74.7,33.9,43.3,24.82,69.34,6.52,39.2,Sandy Loam,onion,PCAARRD ISP – Vegetables Industry Profile (onion),https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
59.9,57.6,50.4,31.76,80.3,6.28,165.65,Loam,papaya,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
14.9,17,24.7,30.69,76.73,6.53,113.35,Loam,calamansi,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
16,24.4,28.3,35.06,55.95,7.36,77.28,Sandy Loam,mango,PCAARRD ISP – Mango Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/mango/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
47.5,26.4,79.2,27.57,60.01,6.29,42.28,Loam,tobacco,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
42.9,50.3,51.4,24.58,77.82,5.53,159.43,Clay Loam,papaya,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
132.7,41.2,54.3,27.08,68.94,5.62,116.57,Clay Loam,sugarcane,PCAARRD ISP – Sugarcane Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/sugarcane/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
23.4,12.9,16.4,25.78,73.16,6.19,104.94,Clay Loam,calamansi,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
48.4,36.1,41.2,29.54,66.11,6.76,83.84,Clay Loam,ampalaya,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
86,47.1,24.5,29.85,60.3,6.2,62.63,Loam,corn,DA – Philippine Yellow Corn Industry Roadmap,https://www.da.gov.ph/wp-content/uploads/2023/05/Philippine-Yellow-Corn-Industry-Roadmap.pdf,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
91.6,59.2,62.7,25.23,68.2,6.2,80.65,Loam,tomato,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
53.2,51.7,52.1,28.13,79.57,6.3,190.4,Clay Loam,papaya,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
16.7,35.6,29.6,30.82,74.79,7,45.84,Sandy Loam,mungbean,PCAARRD ISP – Legumes Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/legumes/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
27.9,23.3,25.8,28.62,89.14,5.26,222.01,Loam,rubber,PCAARRD ISP – Rubber Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/rubber/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
16,22.2,25.6,36.27,62.93,6.13,67.68,Sandy Loam,mango,PCAARRD ISP – Mango Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/mango/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
51.3,41.6,42.5,24.62,67.53,6.15,80.75,Clay Loam,ampalaya,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
96.5,49.8,24.3,29.08,66.03,5.54,82.95,Clay Loam,corn,DA – Philippine Yellow Corn Industry Roadmap,https://www.da.gov.ph/wp-content/uploads/2023/05/Philippine-Yellow-Corn-Industry-Roadmap.pdf,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
34.4,27.3,81.4,24.7,73.66,5.9,99.48,Sandy Loam,sweet_potato,PCAARRD ISP – Sweetpotato Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/sweetpotato/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
21.1,16.4,28.1,33.76,56.6,5.56,77.82,Sandy Loam,mango,PCAARRD ISP – Mango Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/mango/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
74.4,39.7,55.8,26.03,68.73,6.47,42.84,Sandy Loam,onion,PCAARRD ISP – Vegetables Industry Profile (onion),https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
48.9,49.4,48.8,29.6,86.39,5.81,138.19,Loam,papaya,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
92.4,60.8,24,25.25,60.97,6.84,64.84,Sandy Loam,corn,DA – Philippine Yellow Corn Industry Roadmap,https://www.da.gov.ph/wp-content/uploads/2023/05/Philippine-Yellow-Corn-Industry-Roadmap.pdf,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
22.3,11.8,29.7,25.53,80.11,6.21,180.99,Sandy Loam,coconut,PCAARRD ISP – Coconut Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/coconut/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
98.8,16.3,29.9,25.42,78.1,5.09,207.76,Clay Loam,coffee,PCAARRD ISP – Coffee Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/coffee/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
102.4,43,50.4,28,77.89,5.63,100.91,Sandy Loam,sugarcane,PCAARRD ISP – Sugarcane Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/sugarcane/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
98,45.7,21.2,32.32,67.71,7.3,74.17,Clay Loam,corn,DA – Philippine Yellow Corn Industry Roadmap,https://www.da.gov.ph/wp-content/uploads/2023/05/Philippine-Yellow-Corn-Industry-Roadmap.pdf,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
21.5,13.8,31.6,27.13,81.44,7.36,164.55,Volcanic Loam,coconut,PCAARRD ISP – Coconut Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/coconut/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
82.4,39.6,45.5,24.43,80.82,5.92,220.28,Clay Loam,cacao,PCAARRD ISP – Cacao Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/cacao/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
89.4,55,44.7,22.19,75.79,6.17,109.94,Loam,eggplant,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
55.2,40.4,28.9,24.34,73.69,6.39,103.64,Clay Loam,ampalaya,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
56.1,42.5,31.4,28.33,72.79,6.71,57.08,Loam,okra,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
48,41.6,33.6,31.75,73.11,6.53,67.69,Clay Loam,ampalaya,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
37.6,30.2,33.2,24.31,83.42,5.75,247.38,Clay Loam,rubber,PCAARRD ISP – Rubber Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/rubber/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
47.5,38.8,74.8,26.03,63.94,5.68,101.33,Sandy Loam,sweet_potato,PCAARRD ISP – Sweetpotato Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/sweetpotato/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
