N,P,K,temperature,humidity,ph,label,fertilizer
132.8,54.8,54.9,28.66,66.27,6.97,sugarcane,Urea (46-0-0)
63.8,47.6,44.5,27.53,79.26,6.14,cacao,Complete (14-14-14)
29.0,28.6,24.9,28.02,83.97,4.68,rubber,Ammonium Sulfate (21-0-0)
81.8,32.0,64.3,27.15,81.24,5.71,abaca,Complete (14-14-14)
54.9,63.8,47.3,28.78,85.51,6.39,papaya,Complete (14-14-14)
17.3,11.3,27.4,27.45,85.24,7.32,coconut,Muriate of Potash (0-0-60)
91.0,47.4,22.8,29.87,71.2,5.73,corn,Urea (46-0-0)
63.1,43.9,72.4,25.11,71.92,6.3,tomato,Complete (14-14-14)
102.3,24.9,31.5,19.8,60.94,6.14,coffee,Complete (14-14-14)
88.4,47.1,71.2,24.74,67.85,5.7,tomato,Complete (14-14-14)
41.4,39.3,76.9,25.95,60.04,6.49,sweet_potato,Muriate of Potash (0-0-60)
43.1,28.5,78.1,28.21,65.54,6.97,cassava,Muriate of Potash (0-0-60)
63.1,52.4,66.2,20.53,69.43,6.14,tomato,Complete (14-14-14)
53.9,51.2,45.5,24.67,84.54,6.78,papaya,Complete (14-14-14)
55.7,27.6,79.9,26.88,61.08,5.65,tobacco,Ammonium Sulfate (21-0-0)
84.7,39.4,45.4,29.95,84.14,6.09,rice,Complete (14-14-14)
105.0,18.3,30.3,24.86,60.47,5.58,coffee,Complete (14-14-14)
83.8,47.0,49.6,29.14,68.66,6.77,eggplant,Complete (14-14-14)
22.6,35.1,24.5,30.91,67.23,6.0,mungbean,Ammonium Phosphate (16-20-0)
81.8,41.6,55.8,23.49,63.79,6.0,onion,Complete (14-14-14)
20.8,48.4,28.4,28.45,72.24,6.42,mungbean,Ammonium Phosphate (16-20-0)
63.8,42.8,56.0,22.03,61.88,6.75,garlic,Complete (14-14-14)
17.3,14.2,27.7,26.51,85.93,5.93,coconut,Muriate of Potash (0-0-60)
72.9,44.8,59.7,23.06,62.93,6.33,garlic,Complete (14-14-14)
17.9,20.0,33.6,31.21,65.15,7.27,mango,Complete (14-14-14)
16.2,43.1,45.0,28.36,53.48,5.92,peanut,Ammonium Phosphate (16-20-0)
42.5,20.9,75.8,28.69,65.75,6.31,tobacco,Ammonium Sulfate (21-0-0)
67.8,48.4,52.3,25.28,67.75,6.62,garlic,Complete (14-14-14)
18.1,21.6,34.3,27.23,57.91,7.1,mango,Complete (14-14-14)
83.9,51.9,70.2,25.99,74.36,5.71,tomato,Complete (14-14-14)
21.5,41.7,34.1,25.87,69.71,6.11,peanut,Ammonium Phosphate (16-20-0)
23.8,19.5,22.2,25.85,71.06,5.62,calamansi,Ammonium Sulfate (21-0-0)
46.9,30.2,69.5,23.58,80.46,5.16,pineapple,Muriate of Potash (0-0-60)
81.7,45.1,22.6,24.71,68.81,6.44,corn,Urea (46-0-0)
19.5,17.6,17.2,27.28,75.1,5.86,calamansi,Ammonium Sulfate (21-0-0)
71.7,31.7,89.9,30.9,82.54,6.37,abaca,Complete (14-14-14)
78.3,34.8,49.2,26.63,66.93,6.13,garlic,Complete (14-14-14)
45.4,23.6,76.0,25.8,68.26,5.37,cassava,Muriate of Potash (0-0-60)
137.8,54.6,41.6,31.16,71.38,6.02,sugarcane,Urea (46-0-0)
96.1,25.7,32.0,23.89,60.66,5.06,coffee,Complete (14-14-14)
25.6,26.3,26.6,26.69,80.78,5.05,rubber,Ammonium Sulfate (21-0-0)
94.0,57.4,43.9,28.78,85.14,6.53,rice,Complete (14-14-14)
117.5,60.1,41.2,26.74,73.34,7.39,sugarcane,Urea (46-0-0)
44.3,38.1,62.6,28.48,73.11,6.71,sweet_potato,Muriate of Potash (0-0-60)
31.6,19.7,20.9,31.48,81.88,5.59,rubber,Ammonium Sulfate (21-0-0)
77.7,20.7,70.1,25.75,94.49,6.41,abaca,Complete (14-14-14)
15.3,37.1,46.3,27.03,58.84,6.28,peanut,Ammonium Phosphate (16-20-0)
88.3,39.3,82.5,23.31,68.72,5.84,tomato,Complete (14-14-14)
109.0,20.7,29.1,28.1,76.0,5.52,coffee,Complete (14-14-14)
55.8,34.0,36.9,29.91,74.15,6.58,okra,Complete (14-14-14)
84.0,60.1,21.5,26.56,63.02,7.36,corn,Urea (46-0-0)
60.6,35.4,50.0,22.15,69.83,6.64,onion,Complete (14-14-14)
74.4,48.9,51.1,26.34,69.03,5.61,eggplant,Complete (14-14-14)
103.8,90.5,47.9,28.85,81.23,6.77,banana,Muriate of Potash (0-0-60)
29.4,40.6,43.6,27.46,59.19,6.62,peanut,Ammonium Phosphate (16-20-0)
142.5,59.6,57.5,27.1,77.46,5.98,sugarcane,Urea (46-0-0)
91.3,42.4,60.5,25.18,57.94,6.74,onion,Complete (14-14-14)
47.2,36.2,35.0,25.47,71.74,6.79,okra,Complete (14-14-14)
47.5,29.4,77.4,30.28,71.14,5.61,cassava,Muriate of Potash (0-0-60)
45.6,27.0,69.8,25.75,71.37,6.68,sweet_potato,Muriate of Potash (0-0-60)
19.6,38.9,40.0,25.48,68.75,6.49,peanut,Ammonium Phosphate (16-20-0)
89.9,30.3,56.2,28.79,77.53,5.89,cacao,Complete (14-14-14)
